Points:0,Points:1,Points:2,total_traction:0,total_traction:1,total_traction:2
0.0038109,-0.10164,0.69986,-1926.9,49581.0,264.07
0.098772,0.015764,3.6701,-48036.0,-7973.1,-16.997
0.069824,0.071587,4.0,-33803.0,-34880.0,-238.93
0.076604,0.064279,4.0,-37274.0,-31145.0,36.06
0.072227,0.069138,3.9909,-35133.0,-33544.0,54.523
0.10295,0.0092675,-1.2873,-51894.0,-4862.7,455.57
-0.058323,0.083897,0.75034,28434.0,-40675.0,294.35
-0.050819,0.088726,0.75082,24916.0,-42921.0,240.77
0.098013,0.019697,3.697,-47680.0,-9833.1,-67.524
0.099634,0.0090543,3.6959,-48455.0,-4715.0,-16.035
0.098813,0.015182,3.7054,-48062.0,-7731.6,-1.4926
0.10361,0.0094396,-0.74746,-51740.0,-4823.5,-530.22
-0.10198,0.02363,-1.091,50771.0,-11552.0,268.61
0.10333,0.0065852,1.3993,-49384.0,-3311.2,-64.274
-0.10361,0.014709,-1.0904,51595.0,-7007.4,243.96
0.065374,0.07571,3.9906,-31817.0,-36704.0,-29.025
0.06065,0.079552,3.9811,-29459.0,-38627.0,26.145
0.068281,0.073077,3.9813,-33327.0,-35344.0,32.384
0.10026,0.00062615,3.3814,-48799.0,-324.11,-123.15
0.10027,0.00055653,3.391,-48795.0,-290.38,89.521
0.099684,0.010592,3.3864,-48516.0,-5243.6,-47.035
0.0068038,0.099755,3.9035,-3675.0,-48468.0,32.908
0.008582,0.099595,3.8934,-4628.8,-48390.0,65.197
0.016051,0.098622,3.9011,-8080.7,-47932.0,62.27
0.098499,-0.018756,-1.7618,-51304.0,10022.0,79.832
0.098195,-0.020392,-1.7528,-51144.0,10784.0,350.71
0.099896,-0.0095081,-1.7552,-51977.0,5520.4,309.69
0.091487,-0.043315,-1.5437,-47197.0,22297.0,300.27
0.099451,-0.016599,2.8469,-48256.0,8486.6,-6.1124
0.10045,-0.0094125,2.8378,-48764.0,4810.2,-69.351
0.098928,-0.019435,2.838,-48014.0,9782.2,-99.763
-0.083543,-0.063319,-1.0775,41206.0,31825.0,242.74
-0.077297,-0.070648,-1.0823,38150.0,35433.0,245.24
-0.083229,-0.063657,-1.0875,41066.0,32010.0,251.52
-0.06605,0.039775,-0.30458,39397.0,-31597.0,-11129.0
-0.068026,0.040616,-0.31405,39991.0,-30951.0,-10907.0
-0.060186,0.048096,-0.30977,35875.0,-35447.0,-11504.0
